CustomerKey,OrderDate,SalesAmount,TotalProductCost,SalesOrderLineNumber,OrderQuantity
27641,28-01-2011,3578.27,2171.2942,1,1
27673,28-01-2011,3578.27,2171.2942,1,1
17957,28-01-2011,699.0982,413.1463,1,1
13406,28-01-2011,3578.27,2171.2942,1,1
16630,28-01-2011,3578.27,2171.2942,1,1
22041,29-01-2011,3578.27,2171.2942,1,1
12124,29-01-2011,3578.27,2171.2942,1,1
28066,29-01-2011,3578.27,2171.2942,1,1
16743,29-01-2011,3578.27,2171.2942,1,1
13546,29-01-2011,3578.27,2171.2942,1,1
28018,30-01-2011,3578.27,2171.2942,1,1
12132,30-01-2011,3578.27,2171.2942,1,1
16661,30-01-2011,3578.27,2171.2942,1,1
11055,31-01-2011,3374.99,1898.0944,1,1
16662,31-01-2011,3578.27,2171.2942,1,1
16740,31-01-2011,3578.27,2171.2942,1,1
25270,31-01-2011,699.0982,413.1463,1,1
28038,01-02-2011,3578.27,2171.2942,1,1
13548,01-02-2011,3578.27,2171.2942,1,1
16741,01-02-2011,3578.27,2171.2942,1,1
11031,01-02-2011,3399.99,1912.1544,1,1
11034,01-02-2011,3399.99,1912.1544,1,1
20048,02-02-2011,699.0982,413.1463,1,1
28065,02-02-2011,3578.27,2171.2942,1,1
17047,02-02-2011,3578.27,2171.2942,1,1
16686,02-02-2011,3578.27,2171.2942,1,1
16659,02-02-2011,3578.27,2171.2942,1,1
25294,02-02-2011,699.0982,413.1463,1,1
13600,03-02-2011,3578.27,2171.2942,1,1
17051,03-02-2011,3578.27,2171.2942,1,1
14565,03-02-2011,699.0982,413.1463,1,1
11054,03-02-2011,3399.99,1912.1544,1,1
16675,03-02-2011,3578.27,2171.2942,1,1
16687,03-02-2011,3578.27,2171.2942,1,1
16712,03-02-2011,3578.27,2171.2942,1,1
11047,03-02-2011,3399.99,1912.1544,1,1
27726,04-02-2011,3578.27,2171.2942,1,1
28014,04-02-2011,3578.27,2171.2942,1,1
16696,04-02-2011,3578.27,2171.2942,1,1
16639,04-02-2011,3578.27,2171.2942,1,1
20049,05-02-2011,699.0982,413.1463,1,1
13602,05-02-2011,3578.27,2171.2942,1,1
13661,05-02-2011,3578.27,2171.2942,1,1
11030,05-02-2011,3399.99,1912.1544,1,1
28068,06-02-2011,3578.27,2171.2942,1,1
16658,06-02-2011,3578.27,2171.2942,1,1
11035,06-02-2011,3374.99,1898.0944,1,1
11046,06-02-2011,3374.99,1898.0944,1,1
28031,07-02-2011,3578.27,2171.2942,1,1
28076,07-02-2011,3578.27,2171.2942,1,1
16685,07-02-2011,3578.27,2171.2942,1,1
16745,07-02-2011,3578.27,2171.2942,1,1
11038,07-02-2011,3374.99,1898.0944,1,1
11039,07-02-2011,3399.99,1912.1544,1,1
28040,08-02-2011,3578.27,2171.2942,1,1
28067,08-02-2011,3578.27,2171.2942,1,1
28071,08-02-2011,3578.27,2171.2942,1,1
16684,08-02-2011,3578.27,2171.2942,1,1
16657,08-02-2011,3578.27,2171.2942,1,1
21939,09-02-2011,3578.27,2171.2942,1,1
28039,09-02-2011,3578.27,2171.2942,1,1
13687,09-02-2011,3578.27,2171.2942,1,1
13540,09-02-2011,3578.27,2171.2942,1,1
28063,09-02-2011,3578.27,2171.2942,1,1
16703,09-02-2011,3578.27,2171.2942,1,1
28030,10-02-2011,3578.27,2171.2942,1,1
14576,10-02-2011,699.0982,413.1463,1,1
11048,10-02-2011,3374.99,1898.0944,1,1
16664,10-02-2011,3578.27,2171.2942,1,1
25271,10-02-2011,699.0982,413.1463,1,1
28017,11-02-2011,3578.27,2171.2942,1,1
13545,11-02-2011,3578.27,2171.2942,1,1
13515,11-02-2011,3578.27,2171.2942,1,1
28070,11-02-2011,3578.27,2171.2942,1,1
28042,12-02-2011,3578.27,2171.2942,1,1
11244,12-02-2011,3399.99,1912.1544,1,1
28083,12-02-2011,3578.27,2171.2942,1,1
25872,12-02-2011,3399.99,1912.1544,1,1
16660,12-02-2011,3578.27,2171.2942,1,1
16638,12-02-2011,3578.27,2171.2942,1,1
16929,14-02-2011,3578.27,2171.2942,1,1
27681,15-02-2011,3578.27,2171.2942,1,1
21813,15-02-2011,3578.27,2171.2942,1,1
27920,15-02-2011,3578.27,2171.2942,1,1
28022,15-02-2011,3578.27,2171.2942,1,1
11033,15-02-2011,3374.99,1898.0944,1,1
28047,15-02-2011,3578.27,2171.2942,1,1
27918,16-02-2011,3578.27,2171.2942,1,1
28044,16-02-2011,3578.27,2171.2942,1,1
14572,16-02-2011,699.0982,413.1463,1,1
19325,16-02-2011,699.0982,413.1463,1,1
28061,16-02-2011,3578.27,2171.2942,1,1
26629,16-02-2011,699.0982,413.1463,1,1
16744,16-02-2011,3578.27,2171.2942,1,1
25555,16-02-2011,699.0982,413.1463,1,1
27678,17-02-2011,3578.27,2171.2942,1,1
27759,17-02-2011,3578.27,2171.2942,1,1
13680,17-02-2011,3578.27,2171.2942,1,1
13514,17-02-2011,3578.27,2171.2942,1,1
11052,17-02-2011,3374.99,1898.0944,1,1
16928,17-02-2011,3578.27,2171.2942,1,1
27917,18-02-2011,3578.27,2171.2942,1,1
13693,18-02-2011,3578.27,2171.2942,1,1
11247,18-02-2011,3374.99,1898.0944,1,1
28078,18-02-2011,3578.27,2171.2942,1,1
25876,18-02-2011,3374.99,1898.0944,1,1
16701,18-02-2011,3578.27,2171.2942,1,1
16931,18-02-2011,3578.27,2171.2942,1,1
11032,18-02-2011,3374.99,1898.0944,1,1
22008,19-02-2011,3578.27,2171.2942,1,1
19830,19-02-2011,3374.99,1898.0944,1,1
16663,19-02-2011,3578.27,2171.2942,1,1
16708,19-02-2011,3578.27,2171.2942,1,1
17045,19-02-2011,3578.27,2171.2942,1,1
21921,20-02-2011,3578.27,2171.2942,1,1
17048,20-02-2011,3578.27,2171.2942,1,1
11050,20-02-2011,3374.99,1898.0944,1,1
12131,21-02-2011,3578.27,2171.2942,1,1
13689,21-02-2011,3578.27,2171.2942,1,1
11243,21-02-2011,3399.99,1912.1544,1,1
16693,21-02-2011,3578.27,2171.2942,1,1
16702,21-02-2011,3578.27,2171.2942,1,1
16707,21-02-2011,3578.27,2171.2942,1,1
17046,21-02-2011,3578.27,2171.2942,1,1
25272,21-02-2011,699.0982,413.1463,1,1
25868,21-02-2011,3399.99,1912.1544,1,1
17971,22-02-2011,699.0982,413.1463,1,1
11057,22-02-2011,3374.99,1898.0944,1,1
16742,22-02-2011,3578.27,2171.2942,1,1
13678,23-02-2011,3578.27,2171.2942,1,1
13679,23-02-2011,3578.27,2171.2942,1,1
13690,23-02-2011,3578.27,2171.2942,1,1
28394,23-02-2011,3399.99,1912.1544,1,1
28064,23-02-2011,3578.27,2171.2942,1,1
25878,23-02-2011,3399.99,1912.1544,1,1
16713,23-02-2011,3578.27,2171.2942,1,1
13538,24-02-2011,3578.27,2171.2942,1,1
17050,24-02-2011,3578.27,2171.2942,1,1
13691,25-02-2011,3578.27,2171.2942,1,1
16637,25-02-2011,3578.27,2171.2942,1,1
19329,26-02-2011,699.0982,413.1463,1,1
13542,26-02-2011,3578.27,2171.2942,1,1
13543,26-02-2011,3578.27,2171.2942,1,1
13559,26-02-2011,3578.27,2171.2942,1,1
14577,26-02-2011,699.0982,413.1463,1,1
11056,26-02-2011,3374.99,1898.0944,1,1
16688,26-02-2011,3578.27,2171.2942,1,1
25273,26-02-2011,699.0982,413.1463,1,1
27919,27-02-2011,3578.27,2171.2942,1,1
28041,27-02-2011,3578.27,2171.2942,1,1
11240,27-02-2011,3399.99,1912.1544,1,1
22050,27-02-2011,3578.27,2171.2942,1,1
28062,27-02-2011,3578.27,2171.2942,1,1
25867,27-02-2011,3399.99,1912.1544,1,1
17049,27-02-2011,3578.27,2171.2942,1,1
13541,28-02-2011,3578.27,2171.2942,1,1
28395,28-02-2011,3374.99,1898.0944,1,1
19829,28-02-2011,3374.99,1898.0944,1,1
16691,28-02-2011,3578.27,2171.2942,1,1
16656,28-02-2011,3578.27,2171.2942,1,1
11044,28-02-2011,3374.99,1898.0944,1,1
13821,01-03-2011,3578.27,2171.2942,1,1
28156,01-03-2011,3578.27,2171.2942,1,1
22114,01-03-2011,3578.27,2171.2942,1,1
17328,01-03-2011,3578.27,2171.2942,1,1
13765,02-03-2011,3578.27,2171.2942,1,1
13792,02-03-2011,3578.27,2171.2942,1,1
12221,02-03-2011,3578.27,2171.2942,1,1
13572,02-03-2011,3578.27,2171.2942,1,1
22058,02-03-2011,3578.27,2171.2942,1,1
28145,02-03-2011,3578.27,2171.2942,1,1
17071,02-03-2011,3578.27,2171.2942,1,1
17309,02-03-2011,3578.27,2171.2942,1,1
17310,02-03-2011,3578.27,2171.2942,1,1
17320,02-03-2011,3578.27,2171.2942,1,1
28172,03-03-2011,3578.27,2171.2942,1,1
17242,03-03-2011,3578.27,2171.2942,1,1
17315,03-03-2011,3578.27,2171.2942,1,1
25558,03-03-2011,699.0982,413.1463,1,1
11334,04-03-2011,3399.99,1912.1544,1,1
28168,04-03-2011,3578.27,2171.2942,1,1
28181,04-03-2011,3578.27,2171.2942,1,1
28131,04-03-2011,3578.27,2171.2942,1,1
25887,04-03-2011,3399.99,1912.1544,1,1
17055,04-03-2011,3578.27,2171.2942,1,1
13567,05-03-2011,3578.27,2171.2942,1,1
28182,05-03-2011,3578.27,2171.2942,1,1
28186,05-03-2011,3578.27,2171.2942,1,1
13772,06-03-2011,3578.27,2171.2942,1,1
28185,06-03-2011,3578.27,2171.2942,1,1
28193,06-03-2011,3578.27,2171.2942,1,1
28088,06-03-2011,3578.27,2171.2942,1,1
17065,06-03-2011,3578.27,2171.2942,1,1
14581,06-03-2011,699.0982,413.1463,1,1
17308,06-03-2011,3578.27,2171.2942,1,1
12211,07-03-2011,3578.27,2171.2942,1,1
28179,07-03-2011,3578.27,2171.2942,1,1
28183,07-03-2011,3578.27,2171.2942,1,1
28112,07-03-2011,3578.27,2171.2942,1,1
14584,07-03-2011,699.0982,413.1463,1,1
13784,08-03-2011,3578.27,2171.2942,1,1
17229,08-03-2011,3578.27,2171.2942,1,1
17246,08-03-2011,3578.27,2171.2942,1,1
12220,09-03-2011,3578.27,2171.2942,1,1
11337,09-03-2011,3374.99,1898.0944,1,1
28097,09-03-2011,3578.27,2171.2942,1,1
25888,09-03-2011,3374.99,1898.0944,1,1
11058,09-03-2011,3399.99,1912.1544,1,1
17294,09-03-2011,3578.27,2171.2942,1,1
17299,09-03-2011,3578.27,2171.2942,1,1
28158,10-03-2011,3578.27,2171.2942,1,1
17247,10-03-2011,3578.27,2171.2942,1,1
17280,10-03-2011,3578.27,2171.2942,1,1
25889,12-03-2011,3399.99,1912.1544,1,1
17069,12-03-2011,3578.27,2171.2942,1,1
20052,13-03-2011,699.0982,413.1463,1,1
20054,13-03-2011,699.0982,413.1463,1,1
11061,13-03-2011,3374.99,1898.0944,1,1
17248,13-03-2011,3578.27,2171.2942,1,1
13570,14-03-2011,3578.27,2171.2942,1,1
28164,14-03-2011,3578.27,2171.2942,1,1
17064,14-03-2011,3578.27,2171.2942,1,1
17249,14-03-2011,3578.27,2171.2942,1,1
17295,14-03-2011,3578.27,2171.2942,1,1
28096,15-03-2011,3578.27,2171.2942,1,1
28150,15-03-2011,3578.27,2171.2942,1,1
17259,15-03-2011,3578.27,2171.2942,1,1
17312,15-03-2011,3578.27,2171.2942,1,1
12254,16-03-2011,3578.27,2171.2942,1,1
28159,16-03-2011,3578.27,2171.2942,1,1
28149,16-03-2011,3578.27,2171.2942,1,1
14580,16-03-2011,699.0982,413.1463,1,1
17285,16-03-2011,3578.27,2171.2942,1,1
11250,17-03-2011,3399.99,1912.1544,1,1
28162,17-03-2011,3578.27,2171.2942,1,1
25879,17-03-2011,3399.99,1912.1544,1,1
17257,17-03-2011,3578.27,2171.2942,1,1
13783,18-03-2011,3578.27,2171.2942,1,1
28154,18-03-2011,3578.27,2171.2942,1,1
28170,18-03-2011,3578.27,2171.2942,1,1
17351,18-03-2011,3578.27,2171.2942,1,1
17332,18-03-2011,3578.27,2171.2942,1,1
28180,19-03-2011,3578.27,2171.2942,1,1
13560,19-03-2011,3578.27,2171.2942,1,1
28148,19-03-2011,3578.27,2171.2942,1,1
22109,19-03-2011,3578.27,2171.2942,1,1
14590,19-03-2011,699.0982,413.1463,1,1
11060,19-03-2011,3399.99,1912.1544,1,1
17255,19-03-2011,3578.27,2171.2942,1,1
17258,19-03-2011,3578.27,2171.2942,1,1
13847,20-03-2011,3578.27,2171.2942,1,1
28166,20-03-2011,3578.27,2171.2942,1,1
20060,21-03-2011,699.0982,413.1463,1,1
12255,21-03-2011,3578.27,2171.2942,1,1
28401,21-03-2011,3374.99,1898.0944,1,1
11333,21-03-2011,3399.99,1912.1544,1,1
25886,21-03-2011,3399.99,1912.1544,1,1
17241,21-03-2011,3578.27,2171.2942,1,1
17973,21-03-2011,699.0982,413.1463,1,1
17334,21-03-2011,3578.27,2171.2942,1,1
13841,22-03-2011,3578.27,2171.2942,1,1
28184,22-03-2011,3578.27,2171.2942,1,1
22117,22-03-2011,3578.27,2171.2942,1,1
28191,22-03-2011,3578.27,2171.2942,1,1
17056,22-03-2011,3578.27,2171.2942,1,1
17079,22-03-2011,3578.27,2171.2942,1,1
12217,23-03-2011,3578.27,2171.2942,1,1
13580,23-03-2011,3578.27,2171.2942,1,1
28155,23-03-2011,3578.27,2171.2942,1,1
28163,23-03-2011,3578.27,2171.2942,1,1
17278,23-03-2011,3578.27,2171.2942,1,1
17329,23-03-2011,3578.27,2171.2942,1,1
25556,23-03-2011,699.0982,413.1463,1,1
12219,24-03-2011,3578.27,2171.2942,1,1
17233,24-03-2011,3578.27,2171.2942,1,1
17240,24-03-2011,3578.27,2171.2942,1,1
13845,25-03-2011,3578.27,2171.2942,1,1
28167,25-03-2011,3578.27,2171.2942,1,1
28190,25-03-2011,3578.27,2171.2942,1,1
13777,26-03-2011,3578.27,2171.2942,1,1
28099,26-03-2011,3578.27,2171.2942,1,1
28142,26-03-2011,3578.27,2171.2942,1,1
14585,26-03-2011,699.0982,413.1463,1,1
17232,26-03-2011,3578.27,2171.2942,1,1
12212,27-03-2011,3578.27,2171.2942,1,1
13579,27-03-2011,3578.27,2171.2942,1,1
28171,27-03-2011,3578.27,2171.2942,1,1
28194,27-03-2011,3578.27,2171.2942,1,1
22112,27-03-2011,3578.27,2171.2942,1,1
20149,27-03-2011,699.0982,413.1463,1,1
17279,27-03-2011,3578.27,2171.2942,1,1
17286,27-03-2011,3578.27,2171.2942,1,1
25557,27-03-2011,699.0982,413.1463,1,1
25559,27-03-2011,699.0982,413.1463,1,1
19339,28-03-2011,699.0982,413.1463,1,1
13820,28-03-2011,3578.27,2171.2942,1,1
14589,29-03-2011,699.0982,413.1463,1,1
13794,30-03-2011,3578.27,2171.2942,1,1
13846,30-03-2011,3578.27,2171.2942,1,1
12256,30-03-2011,3578.27,2171.2942,1,1
28147,30-03-2011,3578.27,2171.2942,1,1
28152,30-03-2011,3578.27,2171.2942,1,1
17256,30-03-2011,3578.27,2171.2942,1,1
17277,30-03-2011,3578.27,2171.2942,1,1
17288,30-03-2011,3578.27,2171.2942,1,1
17293,30-03-2011,3578.27,2171.2942,1,1
17326,30-03-2011,3578.27,2171.2942,1,1
14429,31-03-2011,3578.27,2171.2942,1,1
28222,31-03-2011,3578.27,2171.2942,1,1
17975,31-03-2011,699.0982,413.1463,1,1
11072,31-03-2011,3399.99,1912.1544,1,1
12267,01-04-2011,3578.27,2171.2942,1,1
11095,01-04-2011,3374.99,1898.0944,1,1
17728,01-04-2011,3578.27,2171.2942,1,1
28598,02-04-2011,3578.27,2171.2942,1,1
17921,02-04-2011,3578.27,2171.2942,1,1
17904,02-04-2011,3578.27,2171.2942,1,1
28199,02-04-2011,3578.27,2171.2942,1,1
28257,03-04-2011,3578.27,2171.2942,1,1
17510,03-04-2011,3578.27,2171.2942,1,1
11343,04-04-2011,3399.99,1912.1544,1,1
28273,04-04-2011,3578.27,2171.2942,1,1
20165,04-04-2011,699.0982,413.1463,1,1
25895,04-04-2011,3399.99,1912.1544,1,1
11097,04-04-2011,3374.99,1898.0944,1,1
18188,04-04-2011,3578.27,2171.2942,1,1
18189,04-04-2011,3578.27,2171.2942,1,1
17354,04-04-2011,3578.27,2171.2942,1,1
25905,05-04-2011,3374.99,1898.0944,1,1
14610,05-04-2011,699.0982,413.1463,1,1
17920,05-04-2011,3578.27,2171.2942,1,1
14427,06-04-2011,3578.27,2171.2942,1,1
28200,06-04-2011,3578.27,2171.2942,1,1
14602,06-04-2011,699.0982,413.1463,1,1
17911,06-04-2011,3578.27,2171.2942,1,1
14159,07-04-2011,3578.27,2171.2942,1,1
28243,07-04-2011,3578.27,2171.2942,1,1
28244,07-04-2011,3578.27,2171.2942,1,1
28271,07-04-2011,3578.27,2171.2942,1,1
28297,07-04-2011,3578.27,2171.2942,1,1
14591,07-04-2011,699.0982,413.1463,1,1
14603,07-04-2011,699.0982,413.1463,1,1
11093,07-04-2011,3399.99,1912.1544,1,1
11099,07-04-2011,3399.99,1912.1544,1,1
17511,07-04-2011,3578.27,2171.2942,1,1
17732,07-04-2011,3578.27,2171.2942,1,1
14525,08-04-2011,3578.27,2171.2942,1,1
14158,08-04-2011,3578.27,2171.2942,1,1
13686,08-04-2011,3578.27,2171.2942,1,1
28259,08-04-2011,3578.27,2171.2942,1,1
28285,08-04-2011,3578.27,2171.2942,1,1
11092,08-04-2011,3374.99,1898.0944,1,1
17912,08-04-2011,3578.27,2171.2942,1,1
17502,08-04-2011,3578.27,2171.2942,1,1
25562,08-04-2011,699.0982,413.1463,1,1
14150,09-04-2011,3578.27,2171.2942,1,1
28250,09-04-2011,3578.27,2171.2942,1,1
18193,09-04-2011,3578.27,2171.2942,1,1
17514,09-04-2011,3578.27,2171.2942,1,1
17736,09-04-2011,3578.27,2171.2942,1,1
13767,10-04-2011,3578.27,2171.2942,1,1
14157,10-04-2011,3578.27,2171.2942,1,1
14183,10-04-2011,3578.27,2171.2942,1,1
29399,10-04-2011,3374.99,1898.0944,1,1
28234,10-04-2011,3578.27,2171.2942,1,1
25903,10-04-2011,3374.99,1898.0944,1,1
11080,10-04-2011,3374.99,1898.0944,1,1
17915,10-04-2011,3578.27,2171.2942,1,1
14191,11-04-2011,3578.27,2171.2942,1,1
11341,11-04-2011,3399.99,1912.1544,1,1
28268,11-04-2011,3578.27,2171.2942,1,1
28296,11-04-2011,3578.27,2171.2942,1,1
28298,11-04-2011,3578.27,2171.2942,1,1
28587,11-04-2011,3578.27,2171.2942,1,1
11096,11-04-2011,3374.99,1898.0944,1,1
17924,11-04-2011,3578.27,2171.2942,1,1
17925,11-04-2011,3578.27,2171.2942,1,1
17353,11-04-2011,3578.27,2171.2942,1,1
17730,11-04-2011,3578.27,2171.2942,1,1
17910,11-04-2011,3578.27,2171.2942,1,1
29398,12-04-2011,3399.99,1912.1544,1,1
28246,12-04-2011,3578.27,2171.2942,1,1
28339,12-04-2011,3578.27,2171.2942,1,1
25901,12-04-2011,3399.99,1912.1544,1,1
14596,12-04-2011,699.0982,413.1463,1,1
17733,12-04-2011,3578.27,2171.2942,1,1
28240,13-04-2011,3578.27,2171.2942,1,1
28588,13-04-2011,3578.27,2171.2942,1,1
17515,13-04-2011,3578.27,2171.2942,1,1
13666,14-04-2011,3578.27,2171.2942,1,1
19844,14-04-2011,3374.99,1898.0944,1,1
28221,15-04-2011,3578.27,2171.2942,1,1
28224,15-04-2011,3578.27,2171.2942,1,1
28299,15-04-2011,3578.27,2171.2942,1,1
11077,15-04-2011,3374.99,1898.0944,1,1
11103,15-04-2011,3374.99,1898.0944,1,1
25563,15-04-2011,699.0982,413.1463,1,1
28223,16-04-2011,3578.27,2171.2942,1,1
28584,16-04-2011,3578.27,2171.2942,1,1
11100,16-04-2011,3374.99,1898.0944,1,1
13606,17-04-2011,3578.27,2171.2942,1,1
28340,17-04-2011,3578.27,2171.2942,1,1
28355,17-04-2011,3578.27,2171.2942,1,1
11069,17-04-2011,3399.99,1912.1544,1,1
17917,17-04-2011,3578.27,2171.2942,1,1
17919,17-04-2011,3578.27,2171.2942,1,1
17352,17-04-2011,3578.27,2171.2942,1,1
17512,17-04-2011,3578.27,2171.2942,1,1
13607,18-04-2011,3578.27,2171.2942,1,1
19353,18-04-2011,699.0982,413.1463,1,1
28586,18-04-2011,3578.27,2171.2942,1,1
17916,18-04-2011,3578.27,2171.2942,1,1
17504,18-04-2011,3578.27,2171.2942,1,1
13770,19-04-2011,3578.27,2171.2942,1,1
14146,19-04-2011,3578.27,2171.2942,1,1
